Rv1603	1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase(hisA)
GOTERM_BP_DIRECT	300001372$GO:0006171~cAMP biosynthetic process,300001490$GO:0006351~transcription, DNA-templated,300001494$GO:0006355~regulation of transcription, DNA-templated,300002753$GO:0009405~pathogenesis,300007107$GO:0035556~intracellular signal transduction,
GOTERM_CC_DIRECT	380000220$GO:0005618~cell wall,380000223$GO:0005622~intracellular,380000407$GO:0005886~plasma membrane,
GOTERM_MF_DIRECT	460000330$GO:0003677~DNA binding,460000523$GO:0004016~adenylate cyclase activity,460000757$GO:0004383~guanylate cyclase activity,460003542$GO:0030145~manganese ion binding,
INTERPRO	530000644$IPR000792:Transcription regulator LuxR, C-terminal,530000861$IPR001054:Adenylyl cyclase class-3/4/guanylyl cyclase,530010247$IPR011990:Tetratricopeptide-like helical,530010248$IPR011991:Winged helix-turn-helix DNA-binding domain,530013403$IPR016032:Signal transduction response regulator, C-terminal effector,530023254$IPR027417:P-loop containing nucleoside triphosphate hydrolase,
SMART	790000357$SM00421:HTH_LUXR,
UP_KEYWORDS	870000251$Complete proteome,870000331$DNA-binding,870000928$Reference proteome,870001077$Transcription,870001079$Transcription regulation,

Rv0452	transcriptional regulator(Rv0452)
GOTERM_BP_DIRECT	300001490$GO:0006351~transcription, DNA-templated,300001494$GO:0006355~regulation of transcription, DNA-templated,
GOTERM_MF_DIRECT	460000330$GO:0003677~DNA binding,
INTERPRO	530001362$IPR001647:DNA-binding HTH domain, TetR-type,530007736$IPR009057:Homeodomain-like,530013309$IPR015893:Tetracycline transcriptional regulator, TetR-like, C-terminal,
UP_KEYWORDS	870000251$Complete proteome,870000331$DNA-binding,870000928$Reference proteome,870001077$Transcription,870001079$Transcription regulation,

Rv0894	transcriptional regulator(Rv0894)
GOTERM_BP_DIRECT	300007714$GO:0040007~growth,
GOTERM_CC_DIRECT	380000365$GO:0005829~cytosol,
GOTERM_MF_DIRECT	460001536$GO:0005524~ATP binding,
INTERPRO	530023254$IPR027417:P-loop containing nucleoside triphosphate hydrolase,
UP_KEYWORDS	870000104$ATP-binding,870000251$Complete proteome,870000786$Nucleotide-binding,870000928$Reference proteome,
UP_SEQ_FEATURE	880063505$chain:Uncharacterized protein Rv0894/MT0918,880079647$nucleotide phosphate-binding region:ATP,

Rv1473A	transcriptional regulator(Rv1473A)
UP_KEYWORDS	870000251$Complete proteome,870000928$Reference proteome,

Rv2989	transcriptional regulator(Rv2989)
COG_ONTOLOGY	120000115$Transcription,
GOTERM_BP_DIRECT	300001490$GO:0006351~transcription, DNA-templated,300009243$GO:0045892~negative regulation of transcription, DNA-templated,
GOTERM_CC_DIRECT	380000407$GO:0005886~plasma membrane,
GOTERM_MF_DIRECT	460000330$GO:0003677~DNA binding,460000343$GO:0003700~transcription factor activity, sequence-specific DNA binding,
INTERPRO	530004611$IPR005471:Transcription regulator IclR, N-terminal,530010248$IPR011991:Winged helix-turn-helix DNA-binding domain,530012446$IPR014757:Transcription regulator IclR, C-terminal,
SMART	790000305$SM00346:HTH_ICLR,
UP_KEYWORDS	870000251$Complete proteome,870000331$DNA-binding,870000928$Reference proteome,870001077$Transcription,870001079$Transcription regulation,

Rv3631	transferase(Rv3631)
GOTERM_BP_DIRECT	300001589$GO:0006487~protein N-linked glycosylation,300001599$GO:0006506~GPI anchor biosynthetic process,300004567$GO:0019348~dolichol metabolic process,300004585$GO:0019375~galactolipid biosynthetic process,300006965$GO:0035269~protein O-linked mannosylation,
GOTERM_MF_DIRECT	460000664$GO:0004169~dolichyl-phosphate-mannose-protein mannosyltransferase activity,460000914$GO:0004582~dolichyl-phosphate beta-D-mannosyltransferase activity,
INTERPRO	530000959$IPR001173:Glycosyl transferase, family 2,
UP_KEYWORDS	870000251$Complete proteome,870000928$Reference proteome,870001085$Transferase,

Rv2637	transmembrane protein DedA(dedA)
COG_ONTOLOGY	120000070$Function unknown,
GOTERM_CC_DIRECT	380000407$GO:0005886~plasma membrane,380000668$GO:0016021~integral component of membrane,
UP_KEYWORDS	870000190$Cell membrane,870000251$Complete proteome,870000683$Membrane,870000928$Reference proteome,870001092$Transmembrane,870001094$Transmembrane helix,
UP_SEQ_FEATURE	880057616$chain:Uncharacterized membrane protein Rv0364/MT0380,880057618$chain:Uncharacterized membrane protein Rv2637/MT2715,880089084$transmembrane region,

Rv0528	transmembrane protein(Rv0528)
GOTERM_BP_DIRECT	300007714$GO:0040007~growth,
GOTERM_CC_DIRECT	380000668$GO:0016021~integral component of membrane,
INTERPRO	530006707$IPR007816:ResB-like domain,
UP_KEYWORDS	870000251$Complete proteome,870000683$Membrane,870000928$Reference proteome,870001092$Transmembrane,870001094$Transmembrane helix,

Rv0841	transmembrane protein(Rv0841)
GOTERM_CC_DIRECT	380000668$GO:0016021~integral component of membrane,
UP_KEYWORDS	870000251$Complete proteome,870000683$Membrane,870000928$Reference proteome,870001092$Transmembrane,870001094$Transmembrane helix,

Rv2536	transmembrane protein(Rv2536)
GOTERM_CC_DIRECT	380000220$GO:0005618~cell wall,380000408$GO:0005887~integral component of plasma membrane,
GOTERM_MF_DIRECT	460005305$GO:0046812~host cell surface binding,
UP_KEYWORDS	870000251$Complete proteome,870000683$Membrane,870000928$Reference proteome,870001092$Transmembrane,870001094$Transmembrane helix,

Rv3645	transmembrane protein(Rv3645)
GOTERM_BP_DIRECT	300001372$GO:0006171~cAMP biosynthetic process,300002094$GO:0007165~signal transduction,300007107$GO:0035556~intracellular signal transduction,
GOTERM_CC_DIRECT	380000223$GO:0005622~intracellular,380000407$GO:0005886~plasma membrane,380000668$GO:0016021~integral component of membrane,
GOTERM_MF_DIRECT	460000523$GO:0004016~adenylate cyclase activity,460001161$GO:0004871~signal transducer activity,
INTERPRO	530000861$IPR001054:Adenylyl cyclase class-3/4/guanylyl cyclase,530002982$IPR003660:HAMP linker domain,
KEGG_PATHWAY	550041920$mtu00230:Purine metabolism,
SMART	790000035$SM00044:CYCc,790000265$SM00304:HAMP,
UP_KEYWORDS	870000251$Complete proteome,870000683$Membrane,870000928$Reference proteome,870001092$Transmembrane,870001094$Transmembrane helix,

Rv2339	transmembrane transport protein MmpL9(mmpL9)
COG_ONTOLOGY	120000073$General function prediction only,
GOTERM_BP_DIRECT	300001846$GO:0006810~transport,300008136$GO:0042783~active evasion of host immune response,
GOTERM_CC_DIRECT	380000189$GO:0005576~extracellular region,380000220$GO:0005618~cell wall,380000407$GO:0005886~plasma membrane,380000668$GO:0016021~integral component of membrane,
INTERPRO	530003921$IPR004707:Membrane transport protein MmpL family,530004064$IPR004869:Membrane transport protein, MMPL type,
UP_KEYWORDS	870000190$Cell membrane,870000251$Complete proteome,870000683$Membrane,870000928$Reference proteome,870001092$Transmembrane,870001094$Transmembrane helix,870001103$Transport,
UP_SEQ_FEATURE	880043274$chain:Putative membrane protein mmpL9,880089084$transmembrane region,

Rv1145	transmembrane transport protein(Rv1145)
COG_ONTOLOGY	120000073$General function prediction only,
GOTERM_CC_DIRECT	380000407$GO:0005886~plasma membrane,380000668$GO:0016021~integral component of membrane,
INTERPRO	530004064$IPR004869:Membrane transport protein, MMPL type,
UP_KEYWORDS	870000251$Complete proteome,870000683$Membrane,870000928$Reference proteome,870001092$Transmembrane,870001094$Transmembrane helix,

Rv1149	transposase(Rv1149)
INTERPRO	530021353$IPR025161:Putative transposase IS4/IS5 family,
UP_KEYWORDS	870000251$Complete proteome,870000928$Reference proteome,

Rv3386	transposase(Rv3386)
COG_ONTOLOGY	120000057$DNA replication, recombination, and repair,
GOTERM_CC_DIRECT	380000407$GO:0005886~plasma membrane,
INTERPRO	530007268$IPR008490:Transposase InsH, N-terminal,
UP_KEYWORDS	870000251$Complete proteome,870000928$Reference proteome,

Rv3638	transposase(Rv3638)
GOTERM_BP_DIRECT	300001427$GO:0006260~DNA replication,
GOTERM_MF_DIRECT	460001536$GO:0005524~ATP binding,460004944$GO:0043565~sequence-specific DNA binding,
INTERPRO	530002154$IPR002611:IstB-like ATP-binding protein,530023254$IPR027417:P-loop containing nucleoside triphosphate hydrolase,
PIR_SUPERFAMILY	700000658$PIRSF003073:DNA replication protein DnaC/Putative insertion sequence ATP-binding protein/Putative transposase associated ATP binding protein,
UP_KEYWORDS	870000251$Complete proteome,870000928$Reference proteome,

Rv0126	trehalose synthase/amylase TreS(treS)
GOTERM_BP_DIRECT	300000088$GO:0000272~polysaccharide catabolic process,300001227$GO:0005975~carbohydrate metabolic process,300001230$GO:0005978~glycogen biosynthetic process,300001244$GO:0005992~trehalose biosynthetic process,
GOTERM_CC_DIRECT	380000365$GO:0005829~cytosol,380000407$GO:0005886~plasma membrane,
GOTERM_MF_DIRECT	460000373$GO:0003824~catalytic activity,460000891$GO:0004556~alpha-amylase activity,460002693$GO:0016161~beta-amylase activity,460005313$GO:0046872~metal ion binding,460005589$GO:0047471~maltose alpha-D-glucosyltransferase activity,
INTERPRO	530005133$IPR006047:Glycosyl hydrolase, family 13, catalytic domain,530010844$IPR012810:Trehalose synthase/alpha-amylase, N-terminal,530011676$IPR013780:Glycosyl hydrolase, family 13, all-beta,530011677$IPR013781:Glycoside hydrolase, catalytic domain,530013317$IPR015902:Glycoside hydrolase, family 13,530015048$IPR017853:Glycoside hydrolase, superfamily,
KEGG_PATHWAY	550041951$mtu00500:Starch and sucrose metabolism,550041998$mtu01100:Metabolic pathways,
SMART	790000546$SM00642:Aamy,
UP_KEYWORDS	870000010$3D-structure,870000156$Calcium,870000173$Carbohydrate metabolism,870000251$Complete proteome,870000430$Glycogen biosynthesis,870000431$Glycogen metabolism,870000436$Glycosidase,870000516$Hydrolase,870000609$Isomerase,870000691$Metal-binding,870000865$Polysaccharide degradation,870000928$Reference proteome,

Rv3490	trehalose-phosphate synthase(otsA)
GOTERM_BP_DIRECT	300001244$GO:0005992~trehalose biosynthetic process,300007714$GO:0040007~growth,300012346$GO:0070413~trehalose metabolism in response to stress,
GOTERM_CC_DIRECT	380000220$GO:0005618~cell wall,380000365$GO:0005829~cytosol,380000407$GO:0005886~plasma membrane,
GOTERM_MF_DIRECT	460000373$GO:0003824~catalytic activity,460000374$GO:0003825~alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity,460001102$GO:0004805~trehalose-phosphatase activity,460003542$GO:0030145~manganese ion binding,460005477$GO:0047260~alpha,alpha-trehalose-phosphate synthase (GDP-forming) activity,
INTERPRO	530001514$IPR001830:Glycosyl transferase, family 20,
KEGG_PATHWAY	550041951$mtu00500:Starch and sucrose metabolism,550041998$mtu01100:Metabolic pathways,
UP_KEYWORDS	870000251$Complete proteome,870000438$Glycosyltransferase,870000928$Reference proteome,870001085$Transferase,
UP_SEQ_FEATURE	880000344$binding site:Glucose-6-phosphate,880000435$binding site:NDP-glucose,880054541$chain:Trehalose-phosphate synthase,880084313$region of interest:NDP-glucose binding,880088854$site:Involved in alpha anomer selectivity,

Rv0490	two component sensor histidine kinase SenX3(senX3)
COG_ONTOLOGY	120000109$Signal transduction mechanisms,
GOTERM_BP_DIRECT	300002753$GO:0009405~pathogenesis,300004346$GO:0018106~peptidyl-histidine phosphorylation,300009668$GO:0046777~protein autophosphorylation,
GOTERM_CC_DIRECT	380000189$GO:0005576~extracellular region,380000223$GO:0005622~intracellular,380000407$GO:0005886~plasma membrane,380000668$GO:0016021~integral component of membrane,
GOTERM_MF_DIRECT	460000029$GO:0000155~phosphorelay sensor kinase activity,460001536$GO:0005524~ATP binding,
INTERPRO	530002941$IPR003594:Histidine kinase-like ATPase, ATP-binding domain,530002983$IPR003661:Signal transduction histidine kinase, subgroup 1, dimerisation/phosphoacceptor domain,530003603$IPR004358:Signal transduction histidine kinase-related protein, C-terminal,530004608$IPR005467:Signal transduction histidine kinase, core,
KEGG_PATHWAY	550042011$mtu02020:Two-component system,
SMART	790000329$SM00387:HATPase_c,790000330$SM00388:HisKA,
UP_KEYWORDS	870000104$ATP-binding,870000190$Cell membrane,870000251$Complete proteome,870000620$Kinase,870000683$Membrane,870000786$Nucleotide-binding,870000841$Phosphoprotein,870000928$Reference proteome,870001085$Transferase,870001092$Transmembrane,870001094$Transmembrane helix,870001119$Two-component regulatory system,
UP_SEQ_FEATURE	880048260$chain:Sensor-like histidine kinase senX3,880077595$domain:Histidine kinase,880079642$modified residue,880089084$transmembrane region,

Rv0491	two component sensory transduction protein RegX(regX3)
COG_ONTOLOGY	120000114$Signal transduction mechanisms / Transcription,
GOTERM_BP_DIRECT	300000056$GO:0000160~phosphorelay signal transduction system,300001490$GO:0006351~transcription, DNA-templated,300001494$GO:0006355~regulation of transcription, DNA-templated,300002753$GO:0009405~pathogenesis,300004498$GO:0019217~regulation of fatty acid metabolic process,300004500$GO:0019220~regulation of phosphate metabolic process,300013468$GO:0080134~regulation of response to stress,
GOTERM_CC_DIRECT	380000223$GO:0005622~intracellular,
GOTERM_MF_DIRECT	460000330$GO:0003677~DNA binding,
INTERPRO	530001482$IPR001789:Signal transduction response regulator, receiver domain,530001545$IPR001867:Signal transduction response regulator, C-terminal,530009444$IPR011006:CheY-like superfamily,530010248$IPR011991:Winged helix-turn-helix DNA-binding domain,530013403$IPR016032:Signal transduction response regulator, C-terminal effector,
KEGG_PATHWAY	550042011$mtu02020:Two-component system,
SMART	790000383$SM00448:REC,790000747$SM00862:SM00862,
UP_KEYWORDS	870000010$3D-structure,870000251$Complete proteome,870000331$DNA-binding,870000841$Phosphoprotein,870000928$Reference proteome,870001077$Transcription,870001079$Transcription regulation,870001119$Two-component regulatory system,
UP_SEQ_FEATURE	880048270$chain:Sensory transduction protein regX3,880078610$domain:Response regulatory,880079268$helix,880079642$modified residue,880089040$strand,880089085$turn,

Rv0758	two component system response sensor kinase PhoR(phoR)
COG_ONTOLOGY	120000109$Signal transduction mechanisms,
GOTERM_CC_DIRECT	380000223$GO:0005622~intracellular,380000668$GO:0016021~integral component of membrane,
GOTERM_MF_DIRECT	460000029$GO:0000155~phosphorelay sensor kinase activity,460001536$GO:0005524~ATP binding,
INTERPRO	530002941$IPR003594:Histidine kinase-like ATPase, ATP-binding domain,530002982$IPR003660:HAMP linker domain,530002983$IPR003661:Signal transduction histidine kinase, subgroup 1, dimerisation/phosphoacceptor domain,530003603$IPR004358:Signal transduction histidine kinase-related protein, C-terminal,530004608$IPR005467:Signal transduction histidine kinase, core,
SMART	790000265$SM00304:HAMP,790000329$SM00387:HATPase_c,790000330$SM00388:HisKA,
UP_KEYWORDS	870000104$ATP-binding,870000251$Complete proteome,870000620$Kinase,870000683$Membrane,870000786$Nucleotide-binding,870000928$Reference proteome,870001085$Transferase,870001092$Transmembrane,870001094$Transmembrane helix,870001119$Two-component regulatory system,

Rv0757	two component system response transcriptional positive regulator PhoP(phoP)
COG_ONTOLOGY	120000114$Signal transduction mechanisms / Transcription,
GOTERM_BP_DIRECT	300000056$GO:0000160~phosphorelay signal transduction system,300001490$GO:0006351~transcription, DNA-templated,300001970$GO:0006979~response to oxidative stress,300002697$GO:0009247~glycolipid biosynthetic process,300002753$GO:0009405~pathogenesis,300003459$GO:0010628~positive regulation of gene expression,300008671$GO:0044315~protein secretion by the type VII secretion system,300009243$GO:0045892~negative regulation of transcription, DNA-templated,300009244$GO:0045893~positive regulation of transcription, DNA-templated,300009721$GO:0046889~positive regulation of lipid biosynthetic process,
GOTERM_CC_DIRECT	380000223$GO:0005622~intracellular,380000407$GO:0005886~plasma membrane,
GOTERM_MF_DIRECT	460000330$GO:0003677~DNA binding,
INTERPRO	530001482$IPR001789:Signal transduction response regulator, receiver domain,530001545$IPR001867:Signal transduction response regulator, C-terminal,530009444$IPR011006:CheY-like superfamily,530010248$IPR011991:Winged helix-turn-helix DNA-binding domain,530013403$IPR016032:Signal transduction response regulator, C-terminal effector,
SMART	790000383$SM00448:REC,790000747$SM00862:SM00862,
UP_KEYWORDS	870000010$3D-structure,870000251$Complete proteome,870000331$DNA-binding,870000928$Reference proteome,870001077$Transcription,870001079$Transcription regulation,870001119$Two-component regulatory system,

Rv1626	two-component system transcriptional regulator(Rv1626)
COG_ONTOLOGY	120000109$Signal transduction mechanisms,
GOTERM_BP_DIRECT	300000056$GO:0000160~phosphorelay signal transduction system,300001490$GO:0006351~transcription, DNA-templated,300005675$GO:0031564~transcription antitermination,300007714$GO:0040007~growth,
GOTERM_CC_DIRECT	380000220$GO:0005618~cell wall,380000223$GO:0005622~intracellular,380000407$GO:0005886~plasma membrane,
GOTERM_MF_DIRECT	460000352$GO:0003723~RNA binding,
INTERPRO	530001482$IPR001789:Signal transduction response regulator, receiver domain,530004690$IPR005561:ANTAR domain,530007117$IPR008327:Signal transduction response regulator, antiterminator,530009444$IPR011006:CheY-like superfamily,530010248$IPR011991:Winged helix-turn-helix DNA-binding domain,
PIR_SUPERFAMILY	700002471$PIRSF036382:response regulator antiterminator,
SMART	790000383$SM00448:REC,790000895$SM01012:SM01012,
UP_KEYWORDS	870000010$3D-structure,870000030$Acetylation,870000251$Complete proteome,870000841$Phosphoprotein,870000928$Reference proteome,870001077$Transcription,870001078$Transcription antitermination,870001079$Transcription regulation,870001119$Two-component regulatory system,
UP_SEQ_FEATURE	880036571$chain:Probable transcriptional regulatory protein pdtaR,880076548$domain:ANTAR,880078610$domain:Response regulatory,880079268$helix,880079642$modified residue,880089040$strand,880089085$turn,
